text,cluster
one dish cooking for easy weeknight meal!!,6
"this recipe is from the ""chips, dips & salsas"" cookbook and is being posted for the strawberry swap.  this would be great with angel food cake or mixed berries or fruit.",4
this needs to be refrigerated before serving but is a very quick appetizer to throw together.,6
"this is a fantastic recipe - one of my favorites. it's quick and easy to make, low in fat and it tastes delicious! great for people on the go (or singletons like myself!) - it makes heaps and stores well in the fridge or freezer, so you can whip it out and chuck it in the microwave whenever. try using as a topping on a baked potato or nachos, and add some cheese or sour cream for ",4
"these are great to serve guests. they are beautiful, contained and easy to clean up after! you can improvise with the ingredients to please everyone!",6
for  beveage tag,0
"a delightfully healthy recipe by paula deen. the dressing is tangy and light; made with olive oil, lime zest, lime juice, fresh cilantro, salt and pepper. always a big hit at bbq's!",5
a combination and modification of recipe#185599 & recipe#360337 that turned out very well!,4
"a good recipe to use for  christmas goodies

very easy to make

edited the recipe to increase the butter  as i typed it with too little butter.
if your graham cracker  mixture is too crumbly  add a little more  melted butter  or  decrease the powdered sugar a little bit.",2
"caramelized pecans make this salad especially good. this is a salad they used to serve at the restaurant one of my son's worked at, rockbottom brewery. if you want a salad with a bit more punch, try blue cheese instead of the feta.",7
"this is a nice, lighter seafood lasagna. no cottage cheese. no mozzarella. no cream-of-anything soup. the secret is the swiss cheese sauce - sounds crazy, but it works really nicely with the other flavors. i am generally not a fan of imitation crab (nothing's as good as the real thing!), but in this case you need the firmer texture to hold its own with everything else. it's 7 ww points/serving.",3
"this is an awesome recipe. i'm not sure where it came from, but i make it all the time, and it's so simple.",4
oh my! tiramisu and chocolate...i must be in heaven. a recipe from the houston chronicle.,5
"i learned this delicious recipe from my mother. it is used widely in the arab countries. it great for holidays or any occasion. ground beef can be used but there is nothing like lamb meat. this recipe is excellent with roast lamb or turkey.  it is easy to cook and family members love it and always serve seconds.
it tastes great with pine (pignoli) nuts.",1
old recipe; has cream.,4
"this is often known as kisel in russia. it is an old traditional dessert that can be made with several different pureed fruits and is often quite tart. to mellow it out, this recipe uses nonfat yogurt.",5
i have not tried this recipe. i got this recipe from food network's big daddy's house.,4
this is another of my grandmother's recipes that was made on a regular basis on the baxter farm.  we always have a surplus of cabbage from our garden in the early summer and this is how they usually end up.,4
"eggs, sausage, cheese, and southwest spices are baked in a 9x13 inch pan.  good for a large family, or a smaller family of big eaters.",2
very tender great flavor steak with a zing,3
"i found this recipe on the progresso website.  i haven't had a chance to try it, but it sounds interesting.  this recipe contains panko-crusted sole (or other thin white fish fillets) and is garnished with a mixture of garlic, serrano or jalapeno chiles, basil and grated orange peel.",3
this tasty dish is a big hit in our family. it was taught to me by my grandmother.,6
"has a little bit of spice to it, but you can adjust it however you like. great for using up leftover chicken or turkey!",1
"i named this candy pat's because a lady at my work brings this in, and all i can tell you is one word nummy!!!! ok 2 words nummy & addictive!!! **just a note i made this myself today. i halved the recipe and i did it in the microwave. i melted the chocolate and peanut butter in a huge measuring cup, then had all the other ingredients in a bowl and added the melted ingredients to that. turned out great!",2
"healthy and easy rice cooker dish that you don't have to babysit, inspired by a moosewood creation.  this will be more like a casserole consistency than a stew, because the barley soaks up the cooking liquid.  you can sub a can of diced tomatoes for the tomato paste and water.  you may top with shredded cheddar cheese if you wish.  this reheats wonderfully.",1
"i copied this recipe years ago out of a cookbook a friend received for christmas. it has been one of my favorite pasta recipes ever since. i can't stand mushrooms, so i never use them. i also use lobster meat sometimes. imitation crab and/or lobster meat works well in a pinch. sauce tends to thicken after removed from heat. since the recipe was listed as a sauce, it didn't give an exact amount of pasta. it simply recommended using a shell or curly type. i'm guessing 6-8 ounces is how much i use and i usually use rotini. cooking the pasta isn't included in cooking time.",3
i twist on the traditional chicken version amounts are guesstimates as everyone likes it a little different.,1
"angel kiss is a wonderful surprise of a drink. perfect for the holidays, you can make this for your guests and they'll think you are an expert bartender, and all with little effort!
it's made with crème d'yvette, which is a violet-flavored liqueur.",5
adapted from a bc recipe. a little bit like carbonara.,4
this delightful pasta dish is bursting with color and flavor.,3
my kids love these crackers they are great for snacks. don't be afraid to put the pepper in they are not the least bit spicy. tip: i mix the dough in a food processor works great.,3
"this is my favorite.  to serve, spoon directly from the soufflé dish or for a spectacular presentation, bake in an 8 inch spring-form pan and unmold. experiment with a variety of different greens.  if frozen kale is unavailable, use all frozen spinach.  serve with grilled or roasted meats, or with a whole grain bread for lunch.  a glass of italian red wine would be a nice addition.",6
"north karelia is the birthplace of the delicious karelian pasties. although they are eaten throughout finland, the joensuu version, spread with real butter, is the genuine article. butter, often mixed with boiled egg (munavoi), is spread over the hot pasties before eating. they are eaten for breakfast as well as snacks. following are two versions, with rice being the more traditional/popular variation.",2
"found this while using web search, while looking for something new to do with chicken. easy to make & family liked it very much.",1
"from about.com...a garlicky sauce is a great way to add extra flavor to stir-fry dishes, particularly seafood dishes. the seasonings for garlic sauce are available in the international food section of many local supermarkets. use the sauce in stir-fry dishes or any other asian type dishes.  note:  instead of using 2 types soy sauce, i just use 2 tablespoons dark.",3
"here is a knock out recipe for a moist filled muffin with a dazzling topping. it is moist and just excellent to have for breakfast or a super snack. it may appear to be involved, but not really. you will be happy you made these little gems! enjoy!!",2
"unbelieveably easy, quick, healthy--and really good.  from ""20 minutes to dinner"" by bryanna clark grogan (the book publishing co., 1997). serves six as a main course with rice and salad, or more as a side.",6
"i have recently made a concerted effort to introduce more grains into my diet.  both healthful and delicious, this makes a lovely side dish for pork or chicken.",1
"this recipe can be made in 30 minutes or less, and it is not one of rachael ray's recipes.",4
a must-have holiday treat at our house!,5
"if you're like me, you're always on the quest for the 'perfect' mac and cheese.  now, i've eaten a lot of mac and cheese because it's the ultimate comfort food, and my family and  i love it, but i had never found the penultimate recipe for it...always on the search...well, i think i may just have come up with it!  using the mac and cheese recipe posted at the splendidtable.com as a jumping-off point, i devised this version which is rich, creamy, super-cheesey, and inordinantly delicious.  i can certainly be significantly lightened down by using low-fat milk and cheeses.",3
"bananas add a new twist to brownies. no frosting needed, just sprinkle with powdered sugar before serving.",2
these muffins are a great low-fat moist muffin.  i used 1/2 cup brown sugar instead of the 2/3 cup called for and i felt they were sweet enough.  i also added chopped apples.,2
"this is a compilation of a couple of recipes i have made over the years.  has a little of everything and is almost a meal in itself. makes a huge batch, so half it for a smaller group.",4
"a favorite muffin recipe i turn to often. adapted from one of my favorite community cookbooks, ""enough to feed an army.""",2
a lovely salmon cake recipe with loads of flavour using fresh salmon pieces.,2
always made this on monday so we could have leftovers on thursday!!,6
a spin off a traditional asian dish,6
"if you love coconut macaroons, you will love this dish. this recipe is incredibly easy.this recipe yields a  very moist cake that is traditional in the jordanian/ palestinian region.this recipe is  different than the traditional harissa (also known as basbousa) which is made has semolina or cream of wheat as the main ingredient. i love coconut macaroons which this reminds me of, but in a cake like form.this is always a hit when i have company.if you cannot find unsweetened coconut, use regular sweetened and reduce sugar and use about 1 1/2-1 3/4 cup for the batter.",2
"enjoy this delicious dip or spread with your favorite crackers, crostini or wrap.",5
"i got this recipe from manjulaskitchen.com.  it was so delicious we just ate it without any bread or accompaniment.  i didn't even have time to take a picture because it was all gone!  maybe next time.  the actual recipe states to boil the potatoes first, but i just added them to the pan and let them cook in the pan with the other ingredients.  i don't know if the version below is exactly the same as from the website, but it's how i made it.",4
"this is the vanilla buttercream frosting printed on the back of williams sonoma's cupcake mixes.  made this and found it to be very simple, yet wonderful.  perfect for generously frosting a dozen cupcakes!",2
one of the simplest and most delicious recipes around.,4
melt in your mouth blue ribbon winners ! i make these at least once a  month.,5
a wonderful cold and refreshing salad to cool you off on hot days.,7
"a pair of these savory spreads makes a great holiday gift. i made these last christmas as an appetizer before our big dinner, and i watched them disappear!  you can make ahead and wrap each log in heavy-duty plastic wrap and freeze. thaw in the refrigerator overnight. from christmas with southern living 2004, recipe submitted by charles flournoy of dallas, tx.  prep time is cooking time.",2
"i haven't tried this yet, but anything to try and use less sugar is worth a try.",5
these are one-bite wonders of mac and cheese.,6
this is very easy to make if you can boil water!  my sauce is excellent with this dish (recipe #106003--give it a try)!,1
"this is a recipe i came up with for my husband, who loves garlic! the funny thing is my son, loves it too. hope you enjoy it!",4
asian-style chicken and vegetable stir fry served over brown rice.,1
a quick and easy to make key lime pie with a kick!,5
"from modern greek.
faskomilo is sage which grows abundantly in greece and is collected at the end of summer. this tea is widely drunk as a soothing medicinal tea to cure colds, sore throats, inflamed gums and upset stomachs.",5
from recipes for food allergies by marilyn gioannini.  any seed or nut that can be made into milk can be used to make a milk shake.  brazil nuts are used here as an example.  frozen bananas are an important ingredient - they serve the same purpose as ice cream in dairy milk shakes.  bananas should be frozen when fully rips.  peel them and place in a plastic bag.  they will keep in the freezer without turning dark for up to a week.,5
"buffalo sauce, a mixture of melted butter and hot sauce, is a big claim to food fame for buffalo, new york. it is normally served on fried chicken wings (buffalo wings), but this burger is a great variation of the theme. the recipe is adapted from one published in my local newspaper and credited to david joachim, author of the tailgater's cookbook. it was included in a feature on tailgating, and the idea was to get these ready to grill at home, then grill them at your tailgating affair.  the original recipe called for either ground buffalo or ground beef. since ground buffalo is not available where i live, i used ground beef. i forgot to notice how long prep took, so the time given is a guess. i served these on paulag's recipe #139827--they are excellent and i highly recommend them.",1
"my friend, jeanie is a great cook. we took a cake decorating class together and she came up with this frosting recipe that tastes incredible yet it will hold its shape for decorating.",2
"a favorite of ours, especially my husband!! my mom made this for us when we were kids.",0
"i noticed there aren't nearly enough banana bread recipes in here ;-> . all the ones i looked through seemed to be a bit different from mine, so i thought i would add one more.",2
"creamy sauted mushrooms great for topping a burger or steak, wonderful as a side dish as well.",3
from toh magazine. these pretty little tartlets would make a great addition to a mini-dessert tray! times are estimates and don't include chilling time.,2
"this is a classic welsh recipe, often affectionately called a ",3
this is a nice recipe if you want something that isn't to sweet to have with a cuppa. you could use cranberries if you like.,5
"this delightful treat is from ""fit for a king - the elvis presley cookbook"".",0
i have not tried this recipe. i got this recipe from family time daily dish.,4
give this simple dish a try.,6
"if you take this cake to any gathering, you will be asked to bring it every time!  it is so rich and delicious!  i only make it on special occasions because it's too hard to not gobble up in one day!",2
"i got this recipe off of ""everyday italian"" with giada de laurentiis.  talk about good!!  i made it for my husband (who is a only meat and potatoes kind of guy) and he flipped!  it's even better than cheese sticks...and who can top that?",3
"my mom makes this for picnics and it usually is a hit! i love the different flavors in this recipe! if you like more spice, add essence or cayenne pepper or even minced jalapeno!",3
paula deen's recipe for these vegetable pancakes are by far the best i have ever had,2
"this is from taste of home magazine and after discovering it, i've never bought caesar dressing again.  i love it that there's no quickly perishable ingredients and it's all stuff pretty much everyone has on hand at any given time.",3
"from dr. atkins quick & easy new diet cookbook.
phases 1-4.
per serving: 5 carbs, .5 fiber, 42 grams protein, 26 grams fat, 447 cal",4
not your usual chocolate cake...rich and gooey!,2
"creamy,rich,and smooth vodka sauce. quick and easy! use a vodka that you like to drink, if you can't drink it you won't eat  this.",3
"these are chocolate cupcakes with chocolate chips.  they are flavored with orange juice; i just love the taste combo of chocolate and orange! to stay on the healthy side of things, they only use 3 t. oil for fat.  and besides...we need the bioflavanoids in chocolate, right?  er, uh, or whatever those health people said.",2
this is soooooo amazing!!!!  gave it 7 stars.,0
recipe courtesy of the california pistachio commission,4
"if you're having people round and don't want to spend the whole day in the kitchen, this delicious entree actually benefits by being prepared the day before serving.  ",6
"this recipe is patterned after the guadalupe salad at  velvet elvis pizza in patagonia arizona. it is delicious, healthy, and light.  we will sometimes add chopped cooked chicken or pork. dressing can be made ahead of time and chilled.",3
tell the kids they can have these cookies for breakfast-they'll love it!! sugar-free nutrious cookies that taste great!!!,2
"this is a very simple, but delicious dish to have handy when preparing for company.  it can be prepared ahead of time and frozen. just be sure to thaw before baking.",6
"mom found this recipe in her curves' magazine winter 2006. i didn't have to change very much in this soup recipe. other seasonal vegetables can be substituted;-asparagus, broccolini, toscano kale, etc.",7
"from www.topsecretrecipes.com. healthful, nonalcoholic frozen fruit drink",5
"this is an easy summer or anytime wrap sandwich to put together.  an easy lunch for a warm summer day would be an apple, this sandwich and an iced tea/water.",6
very tasty savoury variation of your classic sweet waffles. great as a snack or appetizer when hosting a party.,2
"this is an easy, quick, tasty recipe. it is good for potluck dinners. the color makes it quite attractive to serve. yummy!",4
"this is good and very low in calories, fat and cholesterol -- using egg beaters/egg substitute -- if using real eggs - it equals to about 8 eggs. recipe source: ladies home journal (april '09)",2
"this recipe sounds crazy, but is a handy meal for the mom on the go.  i came up with this recipe back in the days when time was tight and the budget was even tighter.  my family still likes it.  you can dress it up or down with ingredients that you like and have on hand very easily.",4
christmas eve was the first time we tried this recipe.  it was delicious!  much better to suffer from cauliflower mouth than cauliflower ear!!,5
"these cheesy, herb popovers make a lovely light lunch when served with a nice simple green salad and some fresh fruit slices.",7
"this is an easy dessert to make.  it can be made with fresh or frozen fruit.  it can be made in one dish or among a few, small, individual, oven-safe pots.",5
"this yummy rice is a great way to sneak some veggies into your loved ones who would otherwise pass on them. wonderful change from the usual red spanish rice usually served with tex mex or mexican foods. similar to the rice served in one of my fave mexican restaurants in houston, guadalajara. i liked it so much i had to try to duplicate it when we moved away. this is as close as i can get. hope you like it!",1
kid friendly snack. vary the toppings to suite your tastes. i like mine with a small piece of ham and a pineapple chunk! cook time is only 30 seconds!,6
"this recipe has a unique flavor; the blending of pepper, vinegar, and sweet vidalia onion compliment each other. fantastic recipe for burgers, steaks, or as a side order.",3
i love fall comfort food and this fits the bill perfect.,6
"chicken, beans, canned chili and velveeta--i am in heaven.",1
"a  simple version of chicken cordon bleu! chunks of chicken and ham layered in a casserole with shredded cheese and a creamy white sauce, topped with buttery crunch and baked to golden perfection! what's not to like! great comfort food, and also a good use of leftover chicken and ham. found on ""mennonite girls can cook"".",1
"i have googled ingredients to find a ""real"" name for this cocktail and came up with nothing, but it falls nothing short of amazing! --*--you can use any flavor fruity schnapps you prefer, peach and watermelon are my favorites! cherry is pretty awesome too!  to make a larger amount, keep liquor quantities equal (pint, fifth, 1/2 gal, even purchase a 1/2 gal. premix long island and add a fifth of schnapps for flavoring)--*--",5
"i was skeptical about how these flavors would mix together, but it worked out really well! it made a great side dish for salmon. the leftovers could be served cold as a salad.",7
"i created this recipe for the contest using some leftover chicken and rice. i was pleasantly surprised with the results. it is a fun, colorful and delicious meal that is easy to prepare but tastes like it took a long time! (and it's not super spicy either!)",1
"we find that simple preparations for fresh salmon are really the best. salmon season has just opened on the west coast so we will be having it often. this is a wonderful, easy and delicious method of preparing it.",1
"this is a fast and easy margarita recipe that you should sip slowly. i made this for me and my fiance one night, looking for a sweet buzz. what better than a margarita.",5
"from coup de pouce, issue of june 2006.  a recipe for the barbecue.  in the preparation, there is 30 minutes for refrigeration.",0
a very moist cupcake--children love them.,2
"this spicy condiment is great alongside fowl or simply served atop cream cheese on a cracker. 

i don't remember where i found this recipe, but i think from a newspaper.  the original called for cooking in a microwave, but i don't have a pot large enough so have always cooked on top of the stove.  

the original recipe also states to keep refrigerated. i've found i only need to refrigerate after a jar is opened.",3
"this is my two granddaughters favorite snack.  we use different colors of jello according to the theme we are doing, such as red and green for christmas. i use pastel colors for easter and i have used green for st. patrick's day. this is really easy to prepare and i have found out that the adults like them as much as the children do. also they are fat free!",2
this is a simple omelet that is perfect for a light summer dinner alongside a fresh green salad.  adapted from the chicago sun-times food section.,7
"this is a copycat recipe i found on the web, and it is excellent!!!

update: this recipe was created by todd wilbur for his cookbook ""top secret restaurant recipes"" (penguin random house 1997). www.topsecretrecipes.com",4
"i'm putting this here for safe keeping.
enjoy!!",0
who said using puff pastry and cooked chicken is cheating?,1
"this is a very simple and quick french bread. it has a finer texture and more of a chewy crust than what you get from the bakery.  i found this in an bon appetite years and years ago. i sometimes make rolls rather than loaves. with this coming together so quickly you can easily make large batches; with two students helping to shape the rolls i've made 6 batches, start to finish in under two hours. prep time doesn't include rising time.",2
"quick and easy way to make a yummy pizza. use real italian mozzarella, not the american style. i usually use my leftover homemade pasta sauce with this one.",3
"chicken in a simple sesame-lemon sauce. using a lower sodium chicken broth, the dish can be healthy as well. serve over a bed of hot cooked rice.",1
"tasty, ever so naughty but nice treat.",6
"i found this on the tasty kitchen website while i was trying to find something to make for dinner.  i changed a ton of things from the original because the first time i made it, i baked the muffing until they were burnt on top, but they never cooked on the inside.  i added more breadcrumbs and subtracted some of the moist ingredients to get this recipe turned into something not quite so disappointed (but at least the cooked tops tasted good!).",2
"people have recently started giving me recipes. you know how someone who is kind may find that cats and kittens are left with them? i think the word is out that i will adopt recipes with a smile. thank heaven that recipes don't need a litter box and cat chow! i was given this one by a very kind person who thought i would like it because it has no ""sugar"" in it. this thoughtful soul didn't think of maple syrup, apple juice or dates as sugar. while i won't be using it (without a very major overhaul) it does sound very good so i'm passing it on to the less sugar challenged zaar folks.
it doesn't give any prep time so i'm taking my best shot at it.",5
easter 2007,0
this recipe came from my local tv station's web site. it was a big hit with my co-workers on party day.,4
"my brother-in-law is from naples, italy and he and my sister owned a italian restaurant that i worked at for a little while.  this was my absolute favorite dish and i often serve it now 2-3 times a month. sometimes i add artichoke hearts. when i add the artichoke hearts i use a can of quartered artichokes and drain off the brine and add at the end just long enough to heat through!",3
"posting this for safe-keeping, will tweak it later.

kolobok (kuh-luh-bock) is a dough ball from a russian fairy tale. these fried gems are fun for kids, tasty calcium for adults. to be clear, i wouldn't feed this to my toddler because of the fried aspect, but i loved them when i was little!",2
a grown up version of the comfort food classic macaroni and cheese. i'm fairly certain this came from an issue of glamour magazine in the late 70's.,0
"preparing traditional potato pancakes can be a time consuming process....so you'll really relish this recipe.  that's because there's no need to grate potatoes.  by using frozen hash browns(or even quicker to use refrigerated shredded hash browns), these ""spud-tacular"" palate-pleasing pancakes are ready in a hurry!  recipe from toh.  i sometimes add some cheddar cheese in with the mixture.",2
this is a personal favourite of mine. i found this recipe in anjali vellody's foodcourt column of the weekend magazine. hope you enjoy it!,4
this is such an amazingly delicious way to prepare asparagus. goes well with everything!,5
my kids are always thrilled when they come home from school and i have this snack ready,6
i've made this slightly tart jelly twice since the recipe appeared in the june 2006 issue of canadian living magazine. i used an orange from africa with red pulp & the red portion of my rhubarb - hence a nice red jelly. i topped up the liquid with grand marnier but you could also use orange juice. we love it on toast but i'm going to try it as a glaze on a pork loin roast!,5
"i haven't actually tried this recipe yet but wanted to save it as it looked really interesting. best potatoes for this recipe are kipfler (fingerling), red skin or any waxy potato.",4
"this delicious rich pie takes very little time to put together! i have made this pie on many occasions it is so good, just make certain that the pie is completely cooled or refrigerate until cold or it will not slice well. the crust/s may be made up to a week in advance and kept frozen. may i suggest, you better make two of these lol!",2
"our version of comfort food!  if you prefer stronger flavors, add more garlic or try a stronger-tasting cheese.",3
"my hubby and i went to carrabba's tonight for dinner and i had a wonderful bowl of their minestrone soup.  i begged them for the recipe but they said it's secret and are not allowed to give it out.  so, as soon as i got home, i googled it and found this recipe at a copycat recipe website.  i only hope that it comes close!  i have no idea of the serving size that this recipe makes though.",4
this really comes in handy when you have those cravings! you know what i'm talking about girls!!,5
"chocolate chunk oatmeal cookies are one of my favorites! for a twist, try sun-maid chocolate-covered raisins instead of chocolate chunks, or substitute 1/2 cup toasted pecans for some of the chunks.",2
"this taco casserole is so good and easy!  great to take to a potluck! i promise you won't have any leftover. serve with rice and refried beans, if desired",6
this may be just about the easiest dinner you'll fix your family!  it is low on ingredients and high in flavor. these make a great appetizer too. i have even served these at parties!,6
"need a quick and easy dessert?  this scrambled peach cobbler is a variety of the traditional peach cobbler - the difference is that the crust is ""scrambled"" with the mix, instead of on top.  the prep time is only 5 minutes, and it makes a delicious dessert...and the best part is that the recipe is so easy to remember!  just remember ""the five 1s...""",2
a typical ,0
i was looking for an easy and quick oven baked chicken recipe and found this online... it was ridiculously easy and insanely delicious!  i just had to share it... enjoy!,1
light version of stuffed zucchini,0
i got this over two years ago from a website caled ,0
"i am always looking for recipes that my boyfriend, bill, can take to work for his lunch.  i like to make sure they include both some protein and carbs, since he does heavy physical labor and needs to be appropriately refueled.  i came up with this recipe, which met those requirements, and it tastes great, too!  it's simple, quick, and travels well.",4
basic cornbread with added corn.  i modified this recipe from one i found in vegetarian times.  easy to adjust to your taste!,2
"some of my closest friends are lactose intolerant so we have discovered all sorts of new recipes that can cater to their restriction.  i personally am not lactose intolerant but i still love this smoothie! the soy milk adds an irresistible creaminess and flavor that you just don't get from regular milk. this is a simple recipe that tastes delicious and leaves you feeling full, and it's healthy too!",5
"this is a fantastic weekend appetizer. this can be prepared up to two days ahead, covered, and refrigerated until ready to use, actually it tastes even better if prepared ahead of time. the recipe may be doubled if desired. prep time includes baking the crostini.",6
"this is an adult hot cocoa recipe. it's creamy and makes a great after dinner drink, or make it on a cold night to really warm you from the inside. my dh calls this my signature drink.",5
"a very quick and easy recipe to use, so delicious, you can make your meatball ahead of time, have different kinds, ( beef, chicken, pork, etc)  made ahead and frozen, use whatever kind you want and have a different flavor every time you make this dish -",1
"a different and delightful make ahead dish. layers of pink salmon, spinach, rotini pasta, pea pods and fresh mushrooms topped with a dressing made a hint of curry powder and dry mustard. prep time does not include chilling.",1
this is basically like a quiche but faster and easier for one person!,0
this is one of those things that you can make and all your friends will say wow,0
"a greek classic, fresh in flavour.
use liquid eggs(egg beaters)for a lighter version.",5
an easy low-carb breakfast option!,2
really good- something like a coconut colada. from 1001 cocktails,5
this recipe was given to me by my friend and co-worker lila.  it is a quick and very tasty weeknight dinner.  this can be doubled - just adjust cooking time.,4
a dip recipe that i copied off the side of tortilla chips. nice flavor and a bit different from other dips.,4
"guess what happened this afternoon-- i opened up y'days thursday magazine(that i received today) and found tha the lucky winner of this week's contest is madam nupur sen! she was my statistics lecturer in college! hooray, madam! congrats on winning !!!!!! i'm sure this dish is as excellent as your teaching used to be in class, hey, no wonder i would always top! :)",0
a simple low-fat side dish from the vegetarian gourmet's easy low-fat favorites.,6
pot pie with a twist-  served with a tossed salad and crusty bread this easily makes a meal for 8 hungry people.,6
fast and easy and it comes out juicy and flavorful every time!,5
"this in addition to a salad makes for a great 500 calorie meal.  we've found that it freezes incredibly well, and divides perfectly into 10 ounce portions.",7
posted for zwt7 from a taste of switzerland by sue style. times are approximate and do not include time for cooking the macaroni and potatoes.,6
"a sparkling iced tea, a change from the ordinary, with a sweet and floral flavour. prep time includes cooling time.",5
"this stuff looks like beer, with a foamy head, but it is non-alcoholic, with a not-too-sweet flavor. it is light and refreshing. recipe can be greatly multiplied easily. i got it from my mother, who used to serve it all the time, and now goes for the creamy type punches. it is fast and easy to make,too. a single recipe makes about 90 ounces, or 22 half cup servings (if you have the small punch cups), and the recipe can be multiplied as many times as you like.",5
"found online and submitted by shawnee peak ski resort, bridgeton, maine usa this #3 of the après-ski cocktails making the rounds of the slopes this season.",0
"this is my tasty vegan tofu scramble in it's basic form but make no mistake, it is super delicious!  even to people that love eggs.  this can be dressed up with your favorite veggies, sauces, or spices.  it's great in a whole wheat tortilla, on toast, or with homefries.",1
"you will love this!
apple annie's is a wonderful little tearoom in san antonio. they make a lot of great tasting dish's. i am listing 2 of the favorites that were posted in the newspaper. enjoy!",6
oldies but goodies. this is a recipe from our 1970's gourmet group. ( please no comments about my age!!),4
"from all you magazine.  i haven't tried this one yet, but it looks good to me.  it says you can use honey or orange marmalade in place of apricot jam, or a flavored mustard.  and it says it's good with a tablespoon or two of chopped fresh rosemary or thyme.
i don't know why recipezaar and the magazin show such a huge difference in nutritional information, but the recipe shows:  per serving:  310 calories, 13g fat (2g sat.), 60mg chol., 0g fiber, 21g pro., 28g carb., 577mg sod.",3
"this is one of my mom's recipes, and it is just to die for.  i made it
 the other night to take to a dinner party at a friend's and it was a
 hit!  the person that didn't like peaches gobbled it up as well...
i have had to edit this damn thing three times because they are not satisfied...  i am going to put amounts of things, but make the frikkin cake like the box instructs...",2
taste of home. it doesn't get any easier than this!,5
"this is my dh's recipe he asked me to share it with you.
a delicious sandwich for those who love onions.",4
"i don't make these very often because when i do, we just can't stop eating them. another one of those foods that my family thinks i don't make often enough, but these are real appetite spoilers when even the cook can't refrain herself! i've never had any left over to bring home after a potluck. they are always the first to disappear.",2
"i used to make a richer brownie, but i haven't made them since i developed these. i like them because they don't try too hard to be healthy, but are not too sickly-rich either. just right, in fact! note: recently, i have been cutting back on the sugar. i am now usually using about 1 2/3 cups. i usually use at least part sucanat (an unrefined organic sugar) as well.",2
"this hummus is so good on warm pita triangles or even with cucumbers, radishes, carrots and/or green onions. the combination of ingredients really makes this hummus bi tahini a truly wonderful mediterranean dish. i may never eat plain hummus again. this recipe was inspired and created for rsc #7.",1
"not a classic caesar, but has a warm meaty-mushroom topping... entry for the contest june 25-july 10, 2002",3
"purchased mayo gets dressed up with garlic, dijon, and lemon juice.",3
this is a 1960's comfort food that my non cook mother made all the time. we usually had it on friday night with salmon patties.,6
i can't wait to try this!,5
"very spicy wings, i made it through three before having to give up.  i created this recipe for a friend who can eat whole habaneros without flinching, so be warned!",3
found this in a magazine. sounded really easy and good. thought i would share the recipe.,4
"vivian my good friend gave me her recipe for fresh frozen peaches after i had told her that my canned ones were not what i had expected.
she told me that she never cans them only freezes them.
when i tasted her recipe i knew there was no going back, except for seconds!
these are wonderful and so fresh you think you just fixed right then!
the teaspoon measurement is a very big heap!",5
"a fresh, delicious, and filling twist on an old classic.  the salad is named for the nicoise olives, but i use kalamata since nicoise are not available.  this recipe is adapted from the june/july 2009 issue of ""everyday with rachael ray.""  the pesto i used is recipe #220704.",7
"this recipe was in bc women's magazine several years ago and we love it. the mustard gives it a bit of tang combined with the slight sweetness of the cranberries.if you wish this dish can be made ahead, cover with foil and heat in a 350 oven for 20 min just before serving.
march 09i have modified this recipe to cut back on the sauce. i mixed the dijon mustard with 1/4 cup wine, poured it into the skillet 4 minutes before serving and then added the cranberries. it was thick enough with out any cornstarch. sprinkled green onions on top",3
take the stress out of your morning-make this at night and pop it into the oven when you wake up! i did not include the overnight refrigeration in the prep/cook time.,5
"accompany this delightful pasta with wedges of fresh-from-the-garden tomatoes. for dessert, have raspberry sorbet with fresh raspberries. found on the web and posted by request.",5
tasty take on this recipe.,4
"just another version of a great salad for bar-b-que's, potlucks, or whatever the case may be.",7
"adopted this recipe on 9/06.  love the combo of flavors and agree with the suggestions of the reviewers, a pinch of sugar would be good.",5
"crisper and lighter than traditional slaw, very nice!! changed to our liking from b h & g",6
"makes a perfect, flaky-top, moist biscuit.",2
"mr cohen was the master of latkes in milwaukee wisconsin. he shared the recipe and it appeared in the ""milwaukee journal"" in 1973. i have never used another recipe again!!!",4
"an ice creamless parfait of sorts, the kids will enjoy making this as well as eating it. place uncooked rice into a cup then the cones will stay upright to chill and fill. this is another 'on the fly' creation by a bird. ;)   for homemade nutella, try recipe #328643 or recipe #328709",6
young and old will love this mac and cheese,6
"this is another one of those recipes from the club, long ago.  made them, and ashton devoured almost all of them!!!!!!  so they're quite tasty",4
"a nice basic soup, simple to make and an especially good use of your left over turkey meat!i like to serve it piping hot with different flavored crackers (like sociables or ritz or any type of vegetable flavoured crackers)",6
just a quick casserole i threw together with what i had in the kitchen.  i figured i'd put it on zaar to get the nutritional info.,6
a combination of different recipes. i couldn't find any one recipe that tasted the way i like bean soup. try it you will like it.,4
i've been making this recipe for several years but i don't remember where i found it.  it's very good with italian dishes.,4
"this is my favourite sweet sandwich. great for breakfast, lunch, or dinner.",6
"i found this great recipe at detroit free press, submitted by susan selasky. the ingredients are ones that are typically available is most kitchens and the flavor really bursts from this economical cut of meat.",4
"i ound this recipe in a really old cookbook that belongs to my mother. it sounds sooo good,and easy.but,i have no idea what a #303 can is! i am hoping someone will know,this pie really sounds great! 8)",4
these are a must at my fourth of july cookouts.,6
rachel ray recipe i changed just a tad,4
entry in rsc #9,0
yum,0
i call this a man's 'dessert'.  great for a football party or any gathering of men...if they can get it away from the women.,5
